Restaurant Name,Restaurant Type,Reviewer's Name,Rating,Comment
Fu Lin Men (CSC),"Chinese, Asian",ggleong,5,"Well served by the team throughout the meal.  Menu offers a selection of an appealing varieties to try. Food taste authentic, awesomely with  well affordable price tag.  A general satisfying & enjoyable meal overall in the warming atmosphere.  Set menu both available for special occasion ."
Fu Lin Men (CSC),"Chinese, Asian",Andrehikaru81,5,We choose to do our Fu Lin Men for our ROM because the food was great with a great host and the room was perfectly sized for our guests of 25.
Fu Lin Men (CSC),"Chinese, Asian",AngKS18,5,I brought my family for a dinner celebration at Fu Lin Men (CSC) and was recommended the 1-for-1 promotion set by Kes. We were not disappointed as the dishes served were delicious & nicely done. We liked especially the shark’s cartilage soup with wonton (has More
Fu Lin Men (CSC),"Chinese, Asian",kngdragong,5,Highly recommend on their Tim Sum and Peking Duck.  Value for money and food is super good!  Thumbs up!
Fu Lin Men (CSC),"Chinese, Asian",Fulinmen,5,"Whenever we think of having Chinese food, Fulinmen at Chinese swimming club is our priority restaurant. The reason was the food was good and the service was friendly.
Two days ago we will there for dinner.
We have a good time, enjoying the delicious value More"
Fu Lin Men (CSC),"Chinese, Asian",ELLE937,5,"Fuss-free parking, welcoming staff, good service and classic dishes.  An enjoyable experience everytime."
Fu Lin Men (CSC),"Chinese, Asian",MacroTrader18,5,"I particularly like their Peking Duck.  I have traveled to Beijing and tried Peking Duck from the creators 全聚德, and a prominent Peking Duck restaurant 大董.  Frankly, I can't discern much difference between those offered by Fulinmen CSC and the two giants.  Thumbs up.  I More"
Fu Lin Men (CSC),"Chinese, Asian",codingbear,5,"Best for an authentic Chinese cuisine experience, absolutely world class. Don’t need to travel all the way to Beijing for a first rated Peking Duck experience. Ensure to try the lime ice-cream and lemongrass jelly!!! It’s amazing!!"
Fu Lin Men (CSC),"Chinese, Asian",teoh205,5,We ordered set b menu for group of 10. the yam paste oh ni is very good. not too sweet. the chef delivered personally to our place. would definitely recommend to order through them for any house parties where you want cantonese food
Fu Lin Men (CSC),"Chinese, Asian",vroom576,5,Food are really good and portions are generous! Service is great and you can also request for a parking coupon when you dine in there. Nice and quiet environement too!
Fu Lin Men (CSC),"Chinese, Asian",VeraOngAM,5,"Booked a private room for 2 tables. 
Food is fresh & delicious @ reasonable prices.
Nice & cozy ambience & great service too."
Fu Lin Men (CSC),"Chinese, Asian",Winterlips,5,Food and environment was great! We ordered a variety of things from their menu and most of them tasted great.
Fu Lin Men (CSC),"Chinese, Asian",Clementtaykt86,5,Ordered takeaway on the first day of it's reopening. The food is nice and delicious. I will recommend the peking duck.
Fu Lin Men (CSC),"Chinese, Asian",535sallyl,5,"We ordered takeaway. The soy sauce chicken is fragrant and a must have.  We ordered a total of 10 dishes for 2 families! All gave their thumbs up!
Thanks Kes for taking the effort to pack the food nicely. Looking forward to ordering the dim More"
Fu Lin Men (CSC),"Chinese, Asian",Desmundchan,5,Nice service and good dim sum to kick start my weekend morning! Will be back for more food such as the Peking duck! Apparently they have 50% off till end Apr 🤤
Fu Lin Men (CSC),"Chinese, Asian",flochan10,5,"Great place for events or simply a meal with friends or family.   The friendly service was impeccable and attentive.  Food was value for money.  Good portion and best - no MSG. 
Big thank you to Kes for the arrangement.  We had so much fun, drinking, More"
Fu Lin Men (CSC),"Chinese, Asian",FoodKing8363,5,One of the best thing I have ever tasted in my life try it best restaurant ever and they have discount from $70 to $30 !
Fu Lin Men (CSC),"Chinese, Asian",FellowTraveler673408,5,We had a wedding anniversary celebration for our parents. Great service and food. Kes was very patient and accommodating of our requests and was on hand to make sure everything goes well. Thanks Kes and your team!
Fu Lin Men (CSC),"Chinese, Asian",victorfong,4,"Thank you Kes for your hospitality. My friends and I enjoyed the set meal very much, especially the lobster dish."
Fu Lin Men (CSC),"Chinese, Asian",GoPlaces555863,5,We tried many restaurants in spore & most are quite nice in term of food & service but top of the table I shall say its CSC Fu Lin Men. We had a small event here and we are so impressed by their services & More
Fu Lin Men (CSC),"Chinese, Asian",LiBingAnson,5,"Had our wedding lunch at fu lin men @ Chinese swimming club. Kes has been very helpful with coordinating the whole event. From planning of seats, arrangement of the venue, decorations, food serving and constantly checking with our guest if the food is ok. Honestly, More"
Fu Lin Men (CSC),"Chinese, Asian",annafam,5,"Food is good, value for money and free of MSG. Service is great too, very good place for family gatherings. and there's free parking!"
Fu Lin Men (CSC),"Chinese, Asian",Fulinmen,4,"My brother law is the member of CSC . He invited 15 of us for a dinner in Fu Lin Men restaurant.
This booking was handle by Cas.
We will impressed by her service and not forgetting the food was good as well.
Before going More"
Fu Lin Men (CSC),"Chinese, Asian",melinaho,4,"Food was good, good ambience for family gathering without rushing for second session and everyone enjoyed the dinner."
Fu Lin Men (CSC),"Chinese, Asian",Spamlite_Singapore,5,We celebrated our CNY family dinner here at FuLinMen Chinese Swimming Club. Food was excellent for 6 out of 8 dishes. Service staff were friendly although a little overwhelmed as it was full house. No corkage charge and free car park coupons were a pleasant More
Fu Lin Men (CSC),"Chinese, Asian",SporeOrchid,5,"Just had a delicious and satisfying CNY reunion dinner with family.  Even my fussy Cantonese mother has zero complaint on food quality, taste and service. Steamed marble goby fish was fresh and soft, double boiled chicken soup was flavorful, soya sauce chicken was tender and More"
Fu Lin Men (CSC),"Chinese, Asian",Michael C,5,"I have eaten here twice before and thoroughly enjoyed the food and service. So when my sister and family from the US were here and looking for a place to have dinner, I brought them to Fu Li Men at the Chinese Swimming Club. The More"
Fu Lin Men (CSC),"Chinese, Asian",15ar1702,5,"We had a great dinner,""lo hei"",our staff enjoyed the yummy food and excellent service, thanks Kes for your effort to make this annual event a success!"
Fu Lin Men (CSC),"Chinese, Asian",Ekpy,5,"I especially love the char siew served here . The XO carrot cake never fails to disappoint me .  If you have a sweet tooth , try their pomelo mango dessert . The staff are ever pleasant and attentive . Kudos to Ms Kes and More"
Fu Lin Men (CSC),"Chinese, Asian",benecia33,5,Kes the restaurant manager and her team has provided very good service for the birthday celebration. Service staff were friendly and attentive to the needs of our guests. They also make sure to time the cooking of the food close to the start of banquet More
Fu Lin Men (CSC),"Chinese, Asian",robertdN5801AO,5,"We dined there in the middle of December of 2019, and it was also a weekday. The restaurant was not crowded, so my first memory is how AMAZING the service was! We felt like we had rented out the entire restaurant for just us (2 More"
Fu Lin Men (CSC),"Chinese, Asian",Ntl639639,5,"First time celebrating birthday for my mother at CSC Fu Lin Men. Excellent service by Ms Kas. She help arranged the Birthday lunch for 16 people in a private room. Even when the restaurant was fully packed with people, she still arranged a staff to More"
Fu Lin Men (CSC),"Chinese, Asian",grayyyyy,5,Been here several times and the food is superb. Service is excellent as well. Good place because its away from town and good for family gatherings.
Fu Lin Men (CSC),"Chinese, Asian",394huax,5,"Was recommended by friend to this restaurant that is off town aera.Ambience is cosy with friendly staff that make us feel like home,the food was good and is without MSG."
Fu Lin Men (CSC),"Chinese, Asian",Navigator247332,5,"We came here for a family dinner but weren’t able to confirm the number of pax.Restaurant manager Kes was very helpful and accommodated our last minute request for changes.  We weren’t asked to place a deposit when we make a reservation, which is rare in More"
Fu Lin Men (CSC),"Chinese, Asian",Baffalo_Stable,5,"Had Tim Sum for lunch with 7 members of my family.  
Great service and food. 
Quite a wide selection from the Tim Sum menu and had request for repeated order for some dishes.  
And the price is very reasonable. 
Definitely will come back again."
Fu Lin Men (CSC),"Chinese, Asian",8180326,5,I was organizing my mother’s 82 birthday celebration. I contacted Kes Ng and she assisted me every step of the way literally day and night. I am living in the USA and was trying to organize a dinner party for 21 persons in Singapore. Due More
Fu Lin Men (CSC),"Chinese, Asian",Kaizen-Master,4,"A cosy chinese cuisine restaurant at the Chinese swimming club with ample underground parking .
The deep fried pumpkin lobster was tender fragrant n delicious. 
The braised Ee Fu noodles with mushrooms was ecstatic and one of the best we have tasted.
Restaurant manager Ms ."
Fu Lin Men (CSC),"Chinese, Asian",EpicureanWay,5,"Delicious and unconventional Cantonese cuisines cooked without MSG. Efficient and friendly service. Private rooms for 12pp, 15pp or 5 tables (special event), and no corkage for own wine brought in. Parking is free too. We had sweet sour pork with lychees, braised tofu with assorted More"
Fu Lin Men (CSC),"Chinese, Asian",962sandya,5,"Our first visit to this restaurant at Amber Road.
Good food, attentive service under the care of Manager Kes. 
Reasonable price and cosy dining experience."
Fu Lin Men (CSC),"Chinese, Asian",Stepfitan,5,We had a family dinner which we really enjoyed. The food was excellent and the service was good. This was all at a very reasonable price too! Will definitely recommend
Fu Lin Men (CSC),"Chinese, Asian",Chineserest,5,Very sumptuous cantonese cuisine. Value for money and no corkage too. Friendly staff and parking is not an issue
Fu Lin Men (CSC),"Chinese, Asian",Rico1975ko,5,Decided to hold my mom’s birthday at this restaurant and very impressed by Kes and her team’s attention to detail and follow up with me. Food was excellent and service was fantastic. Definitely will be back again
Fu Lin Men (CSC),"Chinese, Asian",puyi71,5,"6 December 2019

Just celebrated my nephew’s 1st birthday at Fu Lin Men at CSC. It was a very pleasant experience.

From the time I made an enquiry to book the tables, Kes Ng was very helpful and assisted us in every way necessary from More"
Fu Lin Men (CSC),"Chinese, Asian",TehSF,5,"We went to the restaurant for a gathering amongst friends and to celebrate a friend's birthday, and were throughly surprised at how good the food turned out. Most of the dishes we had were tasty without being salty, starchy or oily. Amongst our orders, the More"
Fu Lin Men (CSC),"Chinese, Asian",Plutonium-99,5,"Sumptuous, generous portions of delicacy at reasonable prices 

Great for family gathering, highly recommended"
Fu Lin Men (CSC),"Chinese, Asian",Francisong15123,4,"Food is nice and service is great. My family enjoyed the dinner and the services rendered. We have ordered Peking duck, crispy roasted chicken, prawns, vegetables and other special recommendations by the staff. Food served are fresh and most importantly no MSG."
Fu Lin Men (CSC),"Chinese, Asian",DebAng2014,5,"Perfect venue with great ambience, service, taste and quality of food for our family celebration! We ordered the lobster set which showcased the localised Cantonese flavour. Dishes customised for less salt and oil - thank you!"
Fu Lin Men (CSC),"Chinese, Asian",tkh5672,5,"Having stay at GZ for the past 10 years,I was introduced to A must try,one of the best family and child friendly restaurants in the east of Singapore.

No msg were used, dishes not only presentable but the original Cantonese taste remains."
Fu Lin Men (CSC),"Chinese, Asian",Kodomo,5,"Very good service, excellent food and yet no MSG 
Special mention to Kes for the awesome hospitality. 
Will visit again!"
Fu Lin Men (CSC),"Chinese, Asian",Jamestay1986,5,We celebrated our dad's birthday at FLM in CSC branch. A complimentary set of birthday buns was offered for the occasion. Food was of great quality and their service was really commendable. Would come again for their Cantonese cuisine.
Fu Lin Men (CSC),"Chinese, Asian",Collllinnnn,5,"This was my first time ever visiting Fu Lin Men and I gotta say I was impressed by the food, service and the variety of dishes available on the menu (from set meals to ala carte). Firstly, what impressed me the most is how friendly More"
Fu Lin Men (CSC),"Chinese, Asian",sitkkx,3,"Food was not bad and service was good. However, there was a birthday function held at the general dinning area (not in a private room as there were many tables) and it was very noisy. Would have given a 4 star if not of this ."
Fu Lin Men (CSC),"Chinese, Asian",LynnKhoo,5,One of the best places to have family dinner. Food is tasty and the service is exceptional. A large part due to Kes Ng.
Fu Lin Men (CSC),"Chinese, Asian",Ria C,5,"Amazing charsiew, generously portioned shark’s fin with a great 1-for-1 promo! Excellent service and friendly staff. Highly recommended. 🔥"
Fu Lin Men (CSC),"Chinese, Asian",Sodahan,5,"The food is delicious ,must order XO carrot cake and Cha Siu Bao , the environment is great too . The staffs are attentive ,especially the supervisor :) ."
Fu Lin Men (CSC),"Chinese, Asian",Acovy,4,"Celebrated dad's birthday celebration here. Great food at reasonable prices. Food was great, especially Peking Duck and deep fried soon hock. All family members complimented restaurant for the good service and great food. Thank you."
Fu Lin Men (CSC),"Chinese, Asian",Dutchies,5,"A strange place for a restaurant maybe, but that is part of the fun. The place is big, with mostly large tables and bright light. But we were given a table for 2 with pool view, which was in a more cosy area. The staff More"
Fu Lin Men (CSC),"Chinese, Asian",valtannen,5,Subtle golden pumpkin and seafood soup. The egg yolk sauce on sautéed prawns is a discovery for me. And the yam nest is unique. All in all a superb experience!
Fu Lin Men (CSC),"Chinese, Asian",coffeepeanutbutter,5,"Their excellent customer service exceeded our expectations! We went there for dinner. Everyone was friendly and had a speedy response if we needed anything. We are travelling from Hong Kong and their food is so delicious. Best restaurant we have eaten in Singapore. 
We will More"
Fu Lin Men (CSC),"Chinese, Asian",kalinkr,5,"I always wanted to  try real Chinese cuisine and i think i managed to that here. Service was excellent, everyone was very kind and even though not everyone spoke very good English they were trying their best so you could understand them.I liked a really More"
Fu Lin Men (CSC),"Chinese, Asian",widjajas2015,5,"We frequent this restaurant; one of the few which maintains its standard over time. The food is good and service is good. Look out for their seasonal promotions which are value for money. If you fancy dim sum, they serve it during lunch. Definitely worth More"
Fu Lin Men (CSC),"Chinese, Asian",hemintay,5,"First time trying this with my family and it was worth the price! Fresh food, great service and friendly staffs. Recommend the abalone soup and shark fin, very very worth the value. Had a great time, will come back again!"
Fu Lin Men (CSC),"Chinese, Asian",Riley0212,5,"The restaurant serve quality food. They make great Yam Ring and BeiJing Duck. Their dessert (Yam paste) is the best. Their salted egg softshell crab is tasty too.

The service staffs are friendly and approachable."
Fu Lin Men (CSC),"Chinese, Asian",Steffi_Tai_Y,5,"We stumbled upon Fu Lin Men CSC after a quick search of recommended restaurants in the Katong area. Every since then, we have been back almost every week! Sometimes twice a week! 

The Manager Kes is very friendly and efficient. Every meal there has been More"
Fu Lin Men (CSC),"Chinese, Asian",Jesseleederrick,5,Located inside the chinese swimming club with car park at the basement. Just take the lift to the 3rd fl n the door will open directly to this posh restaurant. Service is good n food is deliciously great. I recomnend one to try the set More
Melt Cafe,International,chxrmxinee_,5,"The food was already worth the money paid, big credits to the chefs and pastry chefs that made both stunning meals and desserts. Staff was also very attentive and knowledgeable. Big shoutout to CK for taking care of us and recommending that butter chicken."
Melt Cafe,International,Wilwil123,4,"Thank you Alan and Robyn for very good service. Yummy food too! Very good spread, seafood, beef, Indian dishes, desserts!"
Melt Cafe,International,Jiaan12345,4,"Loved the hospitality and service provided by the staffs, definitely top notch among all buffet restaurants. Food is great as always."
Melt Cafe,International,joelovesteftoby,5,"The waiter guy named Alan is super helpful and constantly running around to meet the customers’ orders and needs. Kudos to Melt Cafe for having such a wonderful waiter.

Dinner was superb with the spread of food especially the Alaska King Crab and the excellent serviceMore"
Melt Cafe,International,ignoramark,5,Food was good but service was excellent. Alan and Jeremy are very responsive and friendly. They strive hard to cater to our orders and requests promptlyMore
Melt Cafe,International,CCCteuhbdjdkd,5,CK is very helpful and constantly checks in on us for food !!! Very good selections and good ambienceMore
Melt Cafe,International,Yzy789,5,Fresh seafood! Staff was very attentive as we are unable to walk around and get our food. Will drfinitely go back again.
Melt Cafe,International,loomama,5,"This is our third time at Melt and the first visit since covid. Some rules have changed of course but the food is still great and service is better than ever. We were attended to by CK and Ganesan. CK suggested how we could start with the different cuisines first and order others later. He was attentive enough to notice my younger boy didn’t like the hot chocolate and made him an iced version instead! Awesome service guys!
Yoke KhengMore"
Melt Cafe,International,JasonQingrongWong,5,"Went there for a business meal with customers and i must say i was very impressed by the great service rendered. The staff were all very professional and very friendly. Every single one of them was very attentive and ready to serve. Shout out to ck who was personally serving our table. We ordered wine and it was good stuff. Food was very good and the desserts were pretty nice, not too sweet. Ice cream was good. Too full for the waffles. The oyster was huge and taste super fresh. Enjoyed the asian and indian delights more than the european one. Japanese was okie. Really enjoyed my time at melt."
Melt Cafe,International,PAL_269,5,"Mr Garesan, Ms Robyn and Mr Jason Ang are friendly staff who serve with smile. Chef Kiong know well of the food he served which he can explained it well (we google it and its true!). They make us happy eating here. We will be back!More"
Melt Cafe,International,bananabae,5,Service was good. Food variety is plenty ! Staff was especially friendly ! Ganesan provides exceptional service and introduce us to the membership details which will be useful for our future returns ! Will come back soon !More
Melt Cafe,International,hoyden777,5,"A big thank you to Alan, Grace and Suji who took care of our table. Great service! The spread isn’t as good pre-COVID, nevertheless the family enjoyed dinner."
Melt Cafe,International,ajays797,5,"Am quite often to this place for business lunch and its one of the places where I can go number of times because of food, service, ambience and comfort. 
Thanks to CK and his team for their hospitality."
Melt Cafe,International,Popcornfairy,5,"Had an amazing meal at Melt. It was an International buffet, with the option of having 1 trip to scout out the buffet and then have your subsequent rounds of food served to you. The food was excellent. Oysters were super fresh, beef sirloin cooked More"
Melt Cafe,International,gennets,5,"It’s very nice sitting outdoors amidst the green for both breakfast and lunch which is part of the stay.  Not only good value but excellent quality of food and service.  For lunch, love the very fresh seafood and the variety of Asian and Western buffet ."
Melt Cafe,International,PJJJJ1,5,Thanks to Elena Ong for helping us with our wedding. Also special thanks to Artini for amazing service during our lunch buffet.
Melt Cafe,International,paulinet599,5,We were at Melt Cafe for a family dinner. The good was great with a good spread of lobsters. Special thanks to Allan and Chloe who provided awesome service and made our dinner and experience at the cafe fantastic. Both were very friendly and passionate More
Melt Cafe,International,BSZA123,5,Excellent food! Visited during their lobster promotion and the various lobster dishes were all tasty and well thought out. Seafood wash fresh and oysters were amazingly large and succulent. Our server Ganesan delivered great service and was a good conversationalist throughout the night.
Melt Cafe,International,Valvalvalval19,4,Was at Melt Cafe for dinner and the service crew CK was warm and friendly. He even went the extra mile to get some pasta for our son when it was not even part of the menu during the dinner buffet. Thank you CK!More
Melt Cafe,International,particlesinabox,5,Oyster and lobsters were phenomenal! Thanks to Ganesan who was super friendly and attentive to us throughout! Definitely looking forward to coming back.
Melt Cafe,International,Jamait,5,What a awesome evening dinner with food options and great service from CK & Elaine mandarin oriental always the BEST!More
Melt Cafe,International,cjedward86,5,CK & Elaine did a great job! Very accomodating and fast. They even keep checking on us what we need. Well done! Food are fantastic.
Melt Cafe,International,Avtr99911,5,Good buffet spread and tasted really good. Staffs were friendly. Excellent table to table service. Specially Mr CK and Ms Elaine great service.
Melt Cafe,International,ryan080995,5,Elle and Ganesan served us magnificently. They were really proactive and helpful even though my family ordered so much. 10/10 would come back again and recommend this placeMore
Melt Cafe,International,Tofuloko,5,"Excellent service at The Melt Cafe! Special shoutout to Anshul & Sulaiman for going the extra mile to meet my special request during lunch buffet. Ganesan, Vincent, and Alex are great staffs too - fast and efficient service despite the peak period. Thank you so More"
Melt Cafe,International,Evannsy,5,"Good buffet spread. Went during the lobster menu, lobsters prepared in many different ways and tasted really good.
Staffs were friendly and helpful.
Excellent table to table service."
Melt Cafe,International,Kittychia,5,"Wonderful service~ We are attended by Ganesan, Muven & Artini, they are super friendly and attentive. Although the cafe is full house , they are still quick to take care the customers ' needs! We will definitely come back here again."
Melt Cafe,International,Karen72kl,5,Service is very good. We are served promptly by CK who frequently check for our orders. We enjoyed a good meal!More
Melt Cafe,International,starzdevil,4,"Caught up with a friend over the lobster buffet (sit down style). Many choices, too spoilt by them! At the end of the day, it was an overwhelming lobster meal (in a good way) and I did enjoy the Indian section of the briyani and More"
Melt Cafe,International,Zymes,5,We had our family staycation at Mandarin Oriental last year and they have excellent service staff who are very attentive to our needs. Special mention goes to CK. He provides great customer service and always serves with a smile! He fully deserves our compliments!More
Melt Cafe,International,jasonneopk,5,Superb service with excellent food at the lobster buffet. Was very impressed with the prompt attentiveness of the staff especially C.K who had a very hectic night but was always smiling and following up closely on our request. Great job! Will be back with others More
Melt Cafe,International,SeanTan5577,5,"Great service by the staff ! Great food too:) friendly , attentive and quite perfect for a Friday :)More"
Melt Cafe,International,123benben123,5,Ck is da man! Come for a great night out! Service is awesome and we came for the lobster buffet!!!!!More
Melt Cafe,International,Sharkvitaminsea07,5,"My husband and I went for the dinner ala carte buffet on Friday, and CK is in-charge of our section. The food, as like before the pandemic, is delicious and their seafood and sashimi are fresh. What made the dinner experience this time as compared More"
Melt Cafe,International,Leongkm,5,"Was here with our friends for dinner. We had an extremely pleasant experience this evening , as CK - one of the staff who served our table , was very attentive and helpful in accommodating to all our request and orders .
Will definitely be More"
Melt Cafe,International,sharonchen2205,5,"Excellent and prompt service, with wide variety of food selection. Highly recommended. The signature laksa and chocolate cake are must-try."
Melt Cafe,International,lwy_23,5,"Waiter by the name of Alan was alert, prompt and friendly in his service. He speaks with a friendly tone and makes customers feel comfortable.
The food was good as well."
Melt Cafe,International,WayneChew,5,"Food is good and I’m very happy with the warm hospitality and service given by CK and Sujeethra! 

All the best to you guys and I’ll definitely visit again when I can make it!More"
Melt Cafe,International,SWLEE13,5,Had a great night at Melt with good food and great service from Allan. He went above and beyond on his service and we all had a great time because of him. 10/10 will come back again.
Melt Cafe,International,Hmong91,5,"Brought my husband here for his birthday celebration after reading several good reviews. The buffet selection is wide and fresh. We have no problems ordering the delicious items even though it is not like the usual buffet experience before covid.

Special thanks to Allan for More"
Melt Cafe,International,Atmenglang,5,We were taken great care by Grace - very patient and warm  provided us with very good recommendation and brought out the different types of food 🍱 for us to try:) thanks grace!More
Melt Cafe,International,Moobz,5,"Lunch came with the staycation package we had.
Awesome Lunch. With the oysters , seafood platter and whole range of dishes.

Kelly and Grace were awesome attending to our needs and orders. They were really helpful and very courteous. Service at its best!More"
Melt Cafe,International,fathousecat11,5,Wonderful experience at the melt cafe. Had lunch here and was served by Kelly Grace and she was an absolute delight to deal with. Very patient and friendly with customers. The chefs were very accommodating too when I requested for customised lunch order for my More
Melt Cafe,International,taafe,5,Having a relaxing lunch buffet here during our staycation. Ganesan was very friendly and warm with great recommendation for house wine. Food was generally good and nice ambience.
Melt Cafe,International,NoorAmali317,5,"We had a very pleasant experience in restaurant

Friendly Served by Mr Ganesan that was very courteous and understood how to deal with customers very well."
Melt Cafe,International,Jeannettelz8,5,Our server Alan was very prompt and friendly. Recommend all the delicious food. Thanks for a great dinning experience. Food and ambience was great!More
Melt Cafe,International,KYGOH23,5,"Had a really wonderful lobster buffet dinner,  and the service helmed by Grace, was exceptional. Will come back soon,  except that the probing ends next week More"
Melt Cafe,International,SamanthaFSam,5,We had a dinner at Meltz with my family and we were served by Mr Alan. He was very attentive and constantly came back to our table and ask for anything that we require amidst dinner buffet slot. He also came to clarify if we More
Melt Cafe,International,Michelle_Michalle,5,"Food: Average
Service: Slight delays but everyone made up for it especially Alan - he was great!
Ambience: AverageMore"
Melt Cafe,International,CindyC4591,5,The dinner was good:) Grace gave us a great service..overall a pretty good experience.. would recommendMore
Melt Cafe,International,xinyee0,5,"Me and my partner had buffet dinner in melt cafe. Due to COVID, only ala-carte buffet is available. The staff, especially CK, in melt cafe was very attentive and patient to our requests and our need. They constantly check in with us to see if More"
Melt Cafe,International,TheChroniclesofBBs,5,"4 of us went to Melt Cafe to try out their lobster menu and the highlight had to be the lobster fried rice!

Also a big thank you to Alan and his colleagues for their great service throughout the night! We really appreciate them taking More"
Melt Cafe,International,Eunicegoh88,5,"Love the buffet spread, fresh seafood especially oysters and lobsters. And most importantly, the restaurant service( Mr Ganesan/muven) were awesome."
Melt Cafe,International,Wenwen392,5,"Went there with friends when the cafe was almost closed, with only 1 hour left to feast on the buffet. Food was really good and the selection was fantastic. We also enjoyed the service of Ganesan. Very engaging yet maintains his professionalism without intruding our More"
Melt Cafe,International,167mayam,5,"Sumptuous spread & we are well taken off by the staff.
Till our tummy about to burst. :) Kudos to CK :)More"
Melt Cafe,International,phantom135,4,"Have always frequent Melt Cafe for many years. Enjoy the food and ambience. Although it is COVID period with the safe distancing, many thanks to Ganesan and Alan for continuously attending to our every need and keeping our tables packed with food."
Melt Cafe,International,HermitO,5,"Mr Ganesan and Mr Alan provide the best service that allow us to enjoy our anniversary dinner. Food is fabulous, dessert is incredibly nice and portion is good. 
.
.
.
Safety measure done well. Feel safe having our meal at Melt Cafe."
Melt Cafe,International,FrancisDaniel,5,"As always, this restaurant has yet to disappoint. Service is impeccable.

From the first contact, Marie was there to warmly greet and show me to the table that has been reserved for us. Later in the evening she even came by to interact with us More"
Melt Cafe,International,Ashley L,5,"The service was fantastic here. This was our first time dining at Melt Cafe since the COVID-19 pandemic started, so things were definitely going to be different. However, they still made it work well which is really commendable. Instead of the usual breakfast buffet style, More"
Melt Cafe,International,Ongjy1,5,"Changes due to covid, still buffet, but order thru service crew (Ganesan, muyen and Jason) and they bring food to ur desk. Make us feel Safer and turned a buffet into fine dining. Cool experience. Will come againMore"
Melt Cafe,International,dkng1182,5,"Breakfast with a variety of selection to choose from and we love the chicken congee,it's so delicious  😋. Alan was very helpful and often check in on us to make sure we have enough food  to fill our empty stomach. Thumbs-up 👍 👍More"
Melt Cafe,International,Thach9,5,"There were a variety of lobster dishes. We throughly enjoyed our meals. The service was good and we were taken care of throughout our dining. The lobster laksa, butter chicken and matcha coconut tarts were our favourites. We:ll come again."
Melt Cafe,International,Cassandrasoh,4,"A decent buffet dinner one would expect from Mandarin Oriental. Lobsters were cooked in different ways - tried almost everything and would recommend Lobster Thermidore and Gratinated Creamy Lobster with Gruyère Cheese.

The yoghurt ice cream was surprisingly my favourite.

Awesome table service by CK More"
Melt Cafe,International,Explore822705,5,"Great dinning place for my wife birthday. food are excellent, many varieties. Good service provided by the service crew members - ganesan and team who took our orders and served us during the buffet experiencesMore"
Melt Cafe,International,Moonla_yao,5,Prompt service. Tasty food. Excellent attitude. Really appreciated my dear Ganesan and Giruba. Will recommend to friends.
Melt Cafe,International,txuelingg,5,was here for buffet lunch and was very pleased with the food and good service! special thanks to ganesan and giruba!More
Melt Cafe,International,Anazeezee,3,"Food was acceptable could do with a larger cooked food variety and also a cow milk cheese. Although I must commend that server was prompt, server Alan checked on us often to check if we needed anything."
Melt Cafe,International,aggied31,5,"Great staff and selection of food. Fresh seafood platter. Generous portions. Love the juicy oysters.
Desserts also a reasonable variety. 
A definite must come back!More"
Melt Cafe,International,libertash,4,"The oysters, lobster and seafood were very fresh. Although the items on the buffet menu were not many, some items did stand out! Like the Indian food and the grilled lamb chop. 

Also their promo of pay for 3 get 1 free made it all More"
Melt Cafe,International,Jaynesgsg,5,"Breakfast buffet spread was awesome with a lot of different selections to choose from. Fish congee, prata and the chicken sausage were delicious. Service was good as well, Alan who served us was extremely helpful in taking our orders and often check in on us More"
Melt Cafe,International,ashishv2906,5,"Ver nice food, amazing service and staff ( specially Ganesan ) was very cooperative suggesting lot of options and variations also good Indian food options  .ThanksMore"
Melt Cafe,International,MattyLai,5,Very cozy and nice ambience to have our breakfast at Meltz cafe. Food is excellent and very savory especially the curry chicken as recommended by the staff.
Melt Cafe,International,alantang54088,5,Had a reservation with Melt Cafe for my wife birthday. Was my 2nd time to Melt Cafe but the first for my wife and child. Upon reaching we were agreed and acknowledged by the front desk staff. Thereafter was shown to our table by Mr More
Melt Cafe,International,blaqkrow,5,"Artinni, Ganesan,  and Danny was very helpful and hospitable this evening whilst dining at Melt. Seafood, BBQ platter and fried rice was really good! Will certainly come again!More"
Melt Cafe,International,FeliYong,5,Perfect place to have buffet dinner. Excellent service and food is very nice  🙌🏼 #HighlyRecommendedMore
Melt Cafe,International,Hemavijay,5,Mr ganesan served us well. He prompt in all our requests. Mandarin Oriental should employ more staff like him.
Melt Cafe,International,kavithavisva,5,"We had a wonderful lunch. Spread was good. But the service rendered by Mr Ganesan was extra ordinary. His service was top notch. So patience.
Kudos."
Melt Cafe,International,AngelineC193,5,Special thanks to Ganesan for his great service during our meals at Melt Cafe. We had buffet dinner and morning buffets there and Ganesan's service was top notch - constantly checking on us and going the extra mile for us. We had a great time More
Melt Cafe,International,Kohangela19,5,Kudos to CK and the whole team for their meticulous service. Truly enjoyed our scrumptious breakfast at Melt Cafe. Thank you MO for having a superb team 👏More
Melt Cafe,International,Stevenlau9141,5,"Service at breakfast was top notch. Couldn't have asked for better anywhere else. Special call out to CK who is a very cheerful,patient, has a great attitude,sociable , pleasant , warm, friendly, thoughtful and helpful . In fact the entire team led by Ganesan and More"
Melt Cafe,International,johnpaulduy,5,Great customer service by CK  my pallete was satisfied.. beef stew was awesome.. best macaron everMore
