Restaurant Name,Restaurant Type,Webpage
177. The Auld Alliance,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2516429-Reviews-The_Auld_Alliance-Singapore.html
"178. Song Fa Bak Kut Teh, Chinatown Point","Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1024423-Reviews-Song_Fa_Bak_Kut_Teh_Chinatown_Point-Singapore.html
179. Quentin's Eurasian Restaurant,"Asian, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2338884-Reviews-Quentin_s_Eurasian_Restaurant-Singapore.html
180. Gayatri Restaurant,"Indian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d793312-Reviews-Gayatri_Restaurant-Singapore.html
181. PizzaFace,"Italian, Pizza",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8445014-Reviews-PizzaFace-Singapore.html
182. Wah Lok,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d795586-Reviews-Wah_Lok-Singapore.html
183. Garibaldi Italian Restaurant & Bar,"Italian, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d967412-Reviews-Garibaldi_Italian_Restaurant_Bar-Singapore.html
184. iO Italian Osteria Singapore,"Italian, Mediterranean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7089639-Reviews-IO_Italian_Osteria_Singapore-Singapore.html
185. The Lobby Lounge,Singaporean,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12594724-Reviews-The_Lobby_Lounge-Singapore.html
186. Fill a Pita,"Mediterranean, Middle Eastern",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5421216-Reviews-Fill_a_Pita-Singapore.html
187. Anti:dote,"Bar, International",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5980425-Reviews-Anti_dote-Singapore.html
188. The Floating Donut Company,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15553987-Reviews-The_Floating_Donut_Company-Singapore.html
189. Din Tai Fung (Marina Bay Link Mall),$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2519807-Reviews-Din_Tai_Fung_Marina_Bay_Link_Mall-Singapore.html
190. Tsukiji Fish Market,"Japanese, Seafood",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12799865-Reviews-Tsukiji_Fish_Market-Singapore.html
191. Buko Nero,"Italian, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1016664-Reviews-Buko_Nero-Singapore.html
192. Keyaki Japanese Restaurant,"Japanese, Kaiseki",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1594598-Reviews-Keyaki_Japanese_Restaurant-Singapore.html
193. Lobby Lounge at Conrad Centennial Singapore,"International, Wine Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6953942-Reviews-Lobby_Lounge_at_Conrad_Centennial_Singapore-Singapore.html
194. Din Tai Fung,Chinese,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3231510-Reviews-Din_Tai_Fung-Singapore.html
195. The Courtyard,"Japanese, Indian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1173583-Reviews-The_Courtyard-Singapore.html
197. Esquina,"European, Spanish",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3175589-Reviews-Esquina-Singapore.html
198. Marcello,"Cafe, Deli",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12951493-Reviews-Marcello-Singapore.html
199. Song Fa Bak Kut Teh 17 New Bridge Road,"Asian, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8838414-Reviews-Song_Fa_Bak_Kut_Teh_17_New_Bridge_Road-Singapore.html
200. Momma Kong's,"Seafood, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3916132-Reviews-Momma_Kong_s-Singapore.html
L'Angelus,"French, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d788966-Reviews-L_Angelus-Singapore.html
202. Sawadee Thai Cuisine,"Asian, Thai",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5860834-Reviews-Sawadee_Thai_Cuisine-Singapore.html
203. The Dempsey Cookhouse & Bar,European,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12182741-Reviews-The_Dempsey_Cookhouse_Bar-Singapore.html
204. Kai Garden,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9608948-Reviews-Kai_Garden-Singapore.html
205. East Coast Lagoon Food Village,$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2338675-Reviews-East_Coast_Lagoon_Food_Village-Singapore.html
Winestone,"Bar, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13913142-Reviews-Winestone-Singapore.html
"207. Din Tai Fung, Suntec City",$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5982395-Reviews-Din_Tai_Fung_Suntec_City-Singapore.html
208. Din Tai Fung,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3855842-Reviews-Din_Tai_Fung-Singapore.html
209. Bitters & Love,"Bar, Contemporary",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4156535-Reviews-Bitters_Love-Singapore.html
210. Prive ACM,"Bar, Cafe",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9730053-Reviews-Prive_ACM-Singapore.html
Royal Eternity Tea House,"Coffee & Tea, Chinese",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d21335599-Reviews-Royal_Eternity_Tea_House-Singapore.html
211. Moosehead Kitchen-Bar,"International, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5111517-Reviews-Moosehead_Kitchen_Bar-Singapore.html
212. The Landing Point,"Asian, International",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5425068-Reviews-The_Landing_Point-Singapore.html
213. Lola's Cafe,Cafe,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5426758-Reviews-Lola_s_Cafe-Singapore.html
214. mezza9,Singaporean,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d948901-Reviews-Mezza9-Singapore.html
215. Arteastiq Bistro & Bar,Cafe,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9877047-Reviews-Arteastiq_Bistro_Bar-Singapore.html
216. Jim Thompson,Thai,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1510785-Reviews-Jim_Thompson-Singapore.html
217. Guccio Ristorante,"Italian, Mediterranean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d14088064-Reviews-Guccio_Ristorante-Singapore.html
218. RAS The Essence of India,"Indian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d941652-Reviews-RAS_The_Essence_of_India-Singapore.html
219. Limoncello Pizza and Grill,"Italian, Pizza",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2432830-Reviews-Limoncello_Pizza_and_Grill-Singapore.html
220. Patara Fine Thai Cuisine,"Asian, Thai",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3856204-Reviews-Patara_Fine_Thai_Cuisine-Singapore.html
221. Braci,"Italian, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10847075-Reviews-Braci-Singapore.html
222. Herbivore,"Japanese, Sushi",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2659021-Reviews-Herbivore-Singapore.html
223. Gordon Grill,"Steakhouse, International",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1035926-Reviews-Gordon_Grill-Singapore.html
224. Brazil Churrasco,"Steakhouse, Brazilian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d797685-Reviews-Brazil_Churrasco-Singapore.html
225. Hai Tien Lo,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d878178-Reviews-Hai_Tien_Lo-Singapore.html
226. fyr,"Bar, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7915676-Reviews-Fyr-Singapore.html
227. Super Loco Customs House,"Mexican, Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10820012-Reviews-Super_Loco_Customs_House-Singapore.html
228. Violet Oon Singapore,"Asian, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3369472-Reviews-Violet_Oon_Singapore-Singapore.html
229. Maharajah Boat Quay,"Indian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4282156-Reviews-Maharajah_Boat_Quay-Singapore.html
230. Shabestan Finest Persian Cuisine,"Mediterranean, Middle Eastern",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5010628-Reviews-Shabestan_Finest_Persian_Cuisine-Singapore.html
231. 21 on Rajah,"Asian, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3791666-Reviews-21_on_Rajah-Singapore.html
232. The Coconut Club,"Asian, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11851140-Reviews-The_Coconut_Club-Singapore.html
233. No Menu,"Italian, Mediterranean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2162065-Reviews-No_Menu-Singapore.html
234. Chopsuey Cafe,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3952122-Reviews-Chopsuey_Cafe-Singapore.html
235. Jypsy,"Japanese, Sushi",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d14954959-Reviews-Jypsy-Singapore.html
236. The Boiler (Howard Road),"Seafood, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6922302-Reviews-The_Boiler_Howard_Road-Singapore.html
237. Heart of Darkness,"Bar, Pub",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d17421957-Reviews-Heart_of_Darkness-Singapore.html
238. Violet Oon Satay Bar & Grill,Chinese,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12180069-Reviews-Violet_Oon_Satay_Bar_Grill-Singapore.html
239. Rubato Italian Kitchen & Wine Bar,"Italian, Pizza",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2019822-Reviews-Rubato_Italian_Kitchen_Wine_Bar-Singapore.html
240. Din Tai Fung,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7626781-Reviews-Din_Tai_Fung-Singapore.html
241. Lantern Rooftop Bar,"Bar, International",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2266717-Reviews-Lantern_Rooftop_Bar-Singapore.html
242. Trattoria Nonna Lina,"Italian, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3389688-Reviews-Trattoria_Nonna_Lina-Singapore.html
243. Gattopardo Ristorante Di Mare,"Italian, Seafood",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1759753-Reviews-Gattopardo_Ristorante_Di_Mare-Singapore.html
244. Baba Chews Bar and Eatery,"Asian, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10463774-Reviews-Baba_Chews_Bar_and_Eatery-Singapore.html
245. Bread Street Kitchen,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8132528-Reviews-Bread_Street_Kitchen-Singapore.html
246. Gunther's Modern French Cuisine,"French, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d800664-Reviews-Gunther_s_Modern_French_Cuisine-Singapore.html
247. Swee Choon Tim Sum Restaurant,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2538124-Reviews-Swee_Choon_Tim_Sum_Restaurant-Singapore.html
248. Wine Connection Tapas Bar & Bistro,"French, Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1901137-Reviews-Wine_Connection_Tapas_Bar_Bistro-Singapore.html
249. One Bowl,"Asian, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13203376-Reviews-One_Bowl-Singapore.html
250. StraitsKitchen,"Indian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d817015-Reviews-StraitsKitchen-Singapore.html
251. PS.Cafe One Fullerton,"Bar, Cafe",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12872165-Reviews-PS_Cafe_One_Fullerton-Singapore.html
252. Tapas Club,"Bar, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12459539-Reviews-Tapas_Club-Singapore.html
253. Kilo Kitchen,"Bar, International",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12073254-Reviews-Kilo_Kitchen-Singapore.html
254. Zafferano Italian Restaurant & Lounge,"Italian, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3439762-Reviews-Zafferano_Italian_Restaurant_Lounge-Singapore.html
255. Lagnaa...barefoot dining,"Indian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d858408-Reviews-Lagnaa_barefoot_dining-Singapore.html
256. Al Borgo,"Italian, Pizza",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1976513-Reviews-Al_Borgo-Singapore.html
257. Black Tap - Singapore,"American, Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15070760-Reviews-Black_Tap_Singapore-Singapore.html
258. Maxim Grill Restaurant,"Mediterranean, Turkish",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d20150083-Reviews-Maxim_Grill_Restaurant-Singapore.html
259. Komala Villas Restaurant,"Indian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d870671-Reviews-Komala_Villas_Restaurant-Singapore.html
260. Chui Huay Lim Teochew Cuisine,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5430911-Reviews-Chui_Huay_Lim_Teochew_Cuisine-Singapore.html
"261. Morton's, The Steakhouse","American, Steakhouse",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d775483-Reviews-Morton_s_The_Steakhouse-Singapore.html
262. Burlamacco Ristorante,"Italian, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3643057-Reviews-Burlamacco_Ristorante-Singapore.html
263. Arteastiq Boutique Tea House,"Cafe, Contemporary",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3383759-Reviews-Arteastiq_Boutique_Tea_House-Singapore.html
264. Art,"Italian, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8307208-Reviews-Art-Singapore.html
265. Song Fa Bak Kut Teh The Centrepoint,"Asian, Chinese",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10497123-Reviews-Song_Fa_Bak_Kut_Teh_The_Centrepoint-Singapore.html
266. Spize,Asian,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9877078-Reviews-Spize-Singapore.html
267. Tapas Club,"Mediterranean, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15017086-Reviews-Tapas_Club-Singapore.html
268. Restaurant JAG,"French, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15584268-Reviews-Restaurant_JAG-Singapore.html
269. Porta,European,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12179877-Reviews-Porta-Singapore.html
270. Crystal Jade Golden Palace,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d942630-Reviews-Crystal_Jade_Golden_Palace-Singapore.html
271. Lerouy,$$$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13136369-Reviews-Lerouy-Singapore.html
272. The Lokal,"Bar, Australian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6771259-Reviews-The_Lokal-Singapore.html
273. Ramen Nagi,Japanese,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d17840073-Reviews-Ramen_Nagi-Singapore.html
274. Saint Pierre,"French, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1146870-Reviews-Saint_Pierre-Singapore.html
275. Byblos Grill,"Lebanese, Arabic",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12428864-Reviews-Byblos_Grill-Singapore.html
276. Nicolas le Restaurant,"French, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4004730-Reviews-Nicolas_le_Restaurant-Singapore.html
277. The Orchard Cafe,"Asian, International",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5430844-Reviews-The_Orchard_Cafe-Singapore.html
278. Long Beach Seafood Restaurant,"Chinese, Seafood",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d858007-Reviews-Long_Beach_Seafood_Restaurant-Singapore.html
279. Anglo Indian Cafe Bar,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3856168-Reviews-Anglo_Indian_Cafe_Bar-Singapore.html
280. IndoChili,"Asian, Indonesian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11769746-Reviews-IndoChili-Singapore.html
281. The White Rabbit,"French, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1092082-Reviews-The_White_Rabbit-Singapore.html
282. Chinatown Complex,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1145020-Reviews-Chinatown_Complex-Singapore.html
283. Uncle Leong Seafood,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5420562-Reviews-Uncle_Leong_Seafood-Singapore.html
284. Town Restaurant,"European, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d789630-Reviews-Town_Restaurant-Singapore.html
285. Wooloomooloo Steakhouse,"Steakhouse, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3404661-Reviews-Wooloomooloo_Steakhouse-Singapore.html
286. Latteria Mozzarella Bar,"Italian, Mediterranean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3136129-Reviews-Latteria_Mozzarella_Bar-Singapore.html
287. Prive Somerset,"Bar, Cafe",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15815637-Reviews-Prive_Somerset-Singapore.html
288. Imperial Treasure Super Peking Duck Restaurant,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2538614-Reviews-Imperial_Treasure_Super_Peking_Duck_Restaurant-Singapore.html
289. Symmetry,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4035638-Reviews-Symmetry-Singapore.html
290. Samy's Curry,"Indian, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d793095-Reviews-Samy_s_Curry-Singapore.html
291. Mag's Wine Kitchen,"French, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1067896-Reviews-Mag_s_Wine_Kitchen-Singapore.html
292. Prive Keppel Bay,Cafe,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6953859-Reviews-Prive_Keppel_Bay-Singapore.html
293. Wild Honey,"Cafe, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2534121-Reviews-Wild_Honey-Singapore.html
294. Si Chuan Dou Hua Restaurant,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5423741-Reviews-Si_Chuan_Dou_Hua_Restaurant-Singapore.html
295. Spices Cafe (Concorde Hotel),"Seafood, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2667302-Reviews-Spices_Cafe_Concorde_Hotel-Singapore.html
296. TONO Cevicheria,"Peruvian, Seafood",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12715512-Reviews-TONO_Cevicheria-Singapore.html
297. Tandoori Culture,"Indian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2538710-Reviews-Tandoori_Culture-Singapore.html
298. Brasserie Gavroche,"French, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3141030-Reviews-Brasserie_Gavroche-Singapore.html
299. Lim Chee Guan,Asian,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9740103-Reviews-Lim_Chee_Guan-Singapore.html
300. Katong Kitchen,"International, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5429831-Reviews-Katong_Kitchen-Singapore.html
301. Kucina Italian Restaurant,"Italian, Pizza",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10837651-Reviews-Kucina_Italian_Restaurant-Singapore.html
302. Luke's Oyster Bar & Chop House,"Seafood, American",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2459079-Reviews-Luke_s_Oyster_Bar_Chop_House-Singapore.html
303. Xiao Ya Tou,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11802385-Reviews-Xiao_Ya_Tou-Singapore.html
304. Zam Zam,"Indian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1147215-Reviews-Zam_Zam-Singapore.html
305. redpan,"Singaporean, Fusion",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10063165-Reviews-Redpan-Singapore.html
306. Ding Dong,"Asian, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4605919-Reviews-Ding_Dong-Singapore.html
307. DC Comics Super Heroes Cafe,"Diner, American",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8686157-Reviews-DC_Comics_Super_Heroes_Cafe-Singapore.html
308. Nanbantei,"Japanese, Barbecue",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d795167-Reviews-Nanbantei-Singapore.html
309. Punjab Grill,"Indian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2256411-Reviews-Punjab_Grill-Singapore.html
310. The Dining Room,"International, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3570332-Reviews-The_Dining_Room-Singapore.html
311. Chin Chin Eating House,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d940923-Reviews-Chin_Chin_Eating_House-Singapore.html
312. The Marmalade Pantry at Novena,"Cafe, Fusion",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3588965-Reviews-The_Marmalade_Pantry_at_Novena-Singapore.html
313. Coucou,"Swiss, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d19306690-Reviews-Coucou-Singapore.html
314. Mellben Seafood,"Chinese, Seafood",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d800257-Reviews-Mellben_Seafood-Singapore.html
315. Pete's Place,"Italian, Pizza",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d785049-Reviews-Pete_s_Place-Singapore.html
"316. The English House, By Marco Pierre White, Singapore","British, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15635614-Reviews-The_English_House_By_Marco_Pierre_White_Singapore-Singapore.html
317. 10 Scotts,"International, Contemporary",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2489072-Reviews-10_Scotts-Singapore.html
318. Al Forno,"Italian, Pizza",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d828290-Reviews-Al_Forno-Singapore.html
319. Tamarind Hill Singapore By Samadhi,"Asian, Thai",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3511887-Reviews-Tamarind_Hill_Singapore_By_Samadhi-Singapore.html
320. Oriole Coffee + Bar,Cafe,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2062879-Reviews-Oriole_Coffee_Bar-Singapore.html
321. Salted and Hung,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10456390-Reviews-Salted_and_Hung-Singapore.html
322. Napoleon Food & Wine Bar,"Gastropub, French",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4358299-Reviews-Napoleon_Food_Wine_Bar-Singapore.html
323. Brewerkz (Riverside Point),"American, Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d794062-Reviews-Brewerkz_Riverside_Point-Singapore.html
324. Food Republic @ Wisma Atria,$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2102706-Reviews-Food_Republic_Wisma_Atria-Singapore.html
325. Brewerkz (Orchard Rendezvous Hotel),"Bar, Pub",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6872200-Reviews-Brewerkz_Orchard_Rendezvous_Hotel-Singapore.html
326. Little Diner,"American, Cafe",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5431116-Reviews-Little_Diner-Singapore.html
327. Amo,"Italian, Pizza",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12569556-Reviews-Amo-Singapore.html
328. Marche Movenpick 313somerset,"Swiss, Mediterranean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1806812-Reviews-Marche_Movenpick-Singapore.html
329. Rizu,$$$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15086890-Reviews-Rizu-Singapore.html
330. OverEasy,"American, Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1816029-Reviews-OverEasy-Singapore.html
331. Summerlong,"Mediterranean, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12418462-Reviews-Summerlong-Singapore.html
332. Four Points Eatery,"Seafood, International",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12111249-Reviews-Four_Points_Eatery-Singapore.html
333. Blu Jaz,"Bar, Pub",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d801017-Reviews-Blu_Jaz-Singapore.html
334. Ristorante Da Valentino,"Italian, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d782924-Reviews-Ristorante_Da_Valentino-Singapore.html
335. Empress Porridge,$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13347948-Reviews-Empress_Porridge-Singapore.html
336. Lokkee Restaurant,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8621843-Reviews-Lokkee_Restaurant-Singapore.html
337. Khansama Tandoori Restaurant,"Pakistani, Indian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1059002-Reviews-Khansama_Tandoori_Restaurant-Singapore.html
338. JUMBO Seafood (Dempsey Hill),"Seafood, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1065408-Reviews-JUMBO_Seafood_Dempsey_Hill-Singapore.html
339. Kazbar,Lebanese,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2201103-Reviews-Kazbar-Singapore.html
340. Enjoy Eating House and Bar @ Jln Besar,"Chinese, Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15840049-Reviews-Enjoy_Eating_House_and_Bar_Jln_Besar-Singapore.html
341. Bayswater Kitchen,Seafood,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12958111-Reviews-Bayswater_Kitchen-Singapore.html
342. Tiffin Room,Indian,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3323160-Reviews-Tiffin_Room-Singapore.html
343. Sen Of Japan,"Japanese, Seafood",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9877145-Reviews-Sen_Of_Japan-Singapore.html
344. Dancing Crab,"Seafood, Cajun & Creole",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7247594-Reviews-Dancing_Crab-Singapore.html
345. Candlenut,"Asian, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1809940-Reviews-Candlenut-Singapore.html
346. Mustard,"Indian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2538734-Reviews-Mustard-Singapore.html
347. Pasta Brava Italian Restaurant,"Italian, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d946576-Reviews-Pasta_Brava_Italian_Restaurant-Singapore.html
348. Platypus Kitchen,"Italian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3856610-Reviews-Platypus_Kitchen-Singapore.html
349. Artichoke,"Mediterranean, Middle Eastern",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1857445-Reviews-Artichoke-Singapore.html
350. KENG ENG KEE SEAFOOD,"Chinese, Seafood",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3359846-Reviews-KENG_ENG_KEE_SEAFOOD-Singapore.html
